,gender,name,original_name
1178520,2,Louis Natheaux,Louis Natheaux
1429733,0,Rosalie Roy,Rosalie Roy
98976,2,Henry Sedley,Henry Sedley
135827,2,Larry Steers,Larry Steers
131618,2,James Dunn,James Dunn
32431,1,Minna Gombell,Minna Gombell
1018011,2,Frank Austin,Frank Austin
30530,2,Irving Bacon,Irving Bacon
8496,2,Paul Fix,Paul Fix
34749,1,Sarah Padden,Sarah Padden
13566,2,Edward G. Robinson,Edward G. Robinson
128400,1,Frances Starr,Frances Starr
105797,1,Ona Munson,Ona Munson
74874,1,Aline MacMahon,Aline MacMahon
128360,1,Polly Walters,Polly Walters
941240,0,James P. Burtis,James P. Burtis
1097476,2,Richard Carlyle,Richard Carlyle
116661,2,Frank Darien,Frank Darien
590533,2,James Donlan,James Donlan
96070,1,Gladys Lloyd,Gladys Lloyd
1040564,2,Franklin Parker,Franklin Parker
129545,2,William H. Strauss,William H. Strauss
956144,2,Harold Waldridge,Harold Waldridge
510338,1,Mártha Eggerth,Mártha Eggerth
590700,0,Ulrich Bettac,Ulrich Bettac
590701,2,Max Schipper,Max Schipper
2897,2,Kurt Gerron,Kurt Gerron
46736,2,Karl Etlinger,Karl Etlinger
590670,2,Willy Prager,Willy Prager
590702,1,Margot Landa,Margot Landa
590703,0,Egon Brosig,Egon Brosig
590704,2,Ernst Reicher,Ernst Reicher
590705,2,Leo Monosson,Leo Monosson
47301,2,Hans Moser,Hans Moser
30155,1,Claudette Colbert,Claudette Colbert
2436,2,Charles Ruggles,Charles Ruggles
30276,2,George Barbier,George Barbier
103451,2,Hugh O'Connell,Hugh O'Connell
974965,1,Maude Allen,Maude Allen
102066,2,Granville Bates,Granville Bates
948509,2,Harry C. Bradley,Harry C. Bradley
1329662,1,Carrie Daumery,Carrie Daumery
2436223,0,Ludwig Heinsich,Ludwig Heinsich
2149046,2,Cornelius MacSunday,Cornelius MacSunday
83237,1,Elizabeth Patterson,Elizabeth Patterson
954369,1,Janet Reade,Janet Reade
2436224,0,Werner Saxtorph,Werner Saxtorph
2436225,0,Karl Stall,Karl Stall
34036,2,Robert Strange,Robert Strange
26158,2,Charles Wagenheim,Charles Wagenheim
2106,2,Walt Disney,Walt Disney
232415,1,Marcellite Garner,Marcellite Garner
5462,2,Pinto Colvig,Pinto Colvig
543130,2,Bobby Clark,Bobby Clark
1074402,0,Paul McCullough,Paul McCullough
121409,2,Phil Dunham,Phil Dunham
1432398,0,Charlotte Ogden,Charlotte Ogden
4302,2,Walter Brennan,Walter Brennan
1170840,2,Robert Graves,Robert Graves
148402,2,Constantine Romanoff,Constantine Romanoff
137404,2,Charlie Hall,Charlie Hall
13357,2,Vince Barnett,Vince Barnett
118203,2,Frank Fay,Frank Fay
150191,2,Lew Cody,Lew Cody
43843,1,Laura La Plante,Laura La Plante
141342,1,Mary Carr,Mary Carr
166297,2,Tom Moore,Tom Moore
89107,2,Owen Moore,Owen Moore
61101,2,Matt Moore,Matt Moore
101890,2,Maurice Black,Maurice Black
1390027,2,Georgie Harris,Georgie Harris
138220,2,Matthew Betz,Matthew Betz
8521,2,Eddie Quillan,Eddie Quillan
14435,2,Mack Swain,Mack Swain
30195,2,Chester Conklin,Chester Conklin
13856,2,Hank Mann,Hank Mann
1132109,2,Bobby Vernon,Bobby Vernon
117029,2,Benny Rubin,Benny Rubin
52175,2,Bryant Washburn,Bryant Washburn
1785484,0,Nobuo Kosaka,Nobuo Kosaka
2885656,0,Tsuruko Segawa,Tsuruko Segawa
3579919,0,Noboru Takashima,Noboru Takashima
1435296,0,Keiko Takatsu,Keiko Takatsu
2632637,0,Hiroshi Tsumura,Hiroshi Tsumura
1201033,0,Sôji Ubukata,Sôji Ubukata
30215,2,Grant Mitchell,Grant Mitchell
97283,1,Sally Blane,Sally Blane
115370,2,Ralph Ince,Ralph Ince
10165,2,Dickie Moore,Dickie Moore
32430,2,Nat Pendleton,Nat Pendleton
992587,0,George Ernest,George Ernest
140112,2,Charles 'Chic' Sale,Charles 'Chic' Sale
1021756,0,Guy D'Ennery,Guy D'Ennery
1240252,2,Edgar Dearing,Edgar Dearing
97398,2,Ben Hall,Ben Hall
120807,2,Allan Lane,Allan Lane
1146171,2,Fletcher Norton,Fletcher Norton
955691,2,Harry Tenbrook,Harry Tenbrook
30221,2,Harry Watson,Harry Watson
13352,2,Paul Muni,Paul Muni
29315,1,Glenda Farrell,Glenda Farrell
99349,1,Helen Vinson,Helen Vinson
104800,1,Noel Francis,Noel Francis
33004,2,Preston Foster,Preston Foster
30005,2,Allen Jenkins,Allen Jenkins
14969,2,Berton Churchill,Berton Churchill
77115,2,Edward Ellis,Edward Ellis
34750,1,Louise Carter,Louise Carter
555903,2,Everett Brown,Everett Brown
103620,2,Willard Robertson,Willard Robertson
30007,2,Robert McWade,Robert McWade
33007,2,Robert Warwick,Robert Warwick
1329673,2,William Le Maire,William Le Maire
30017,2,Charles Middleton,Charles Middleton
88462,2,Dennis O'Keefe,Dennis O'Keefe
589217,2,Wallis Clark,Wallis Clark
2933,2,Reginald Barlow,Reginald Barlow
84935,2,James Bell,James Bell
74877,2,Frederick Burton,Frederick Burton
1081944,2,A.S. Byron,A.S. Byron
121125,0,Charles McAvoy,Charles McAvoy
120734,2,Eddy Chandler,Eddy Chandler
98972,2,G. Pat Collins,G. Pat Collins
1307855,2,Jack Curtis,Jack Curtis
100920,2,Harry Woods,Harry Woods
131046,2,John Marston,John Marston
34748,2,Douglass Dumbrille,Douglass Dumbrille
1181173,0,J. Frank Glendon,J. Frank Glendon
951965,2,Lee Shumway,Lee Shumway
34332,2,Lew Kelly,Lew Kelly
99347,2,Jack La Rue,Jack La Rue
30202,2,Edward LeSaint,Edward LeSaint
100245,2,Walter Long,Walter Long
2674,2,Edward McNamara,Edward McNamara
242238,2,William Pawley,William Pawley
1096851,2,Allen D. Sewall,Allen D. Sewall
149017,1,Sheila Terry,Sheila Terry
955809,2,Fred 'Snowflake' Toones,Fred 'Snowflake' Toones
2009,2,John Wray,John Wray
48960,1,Mary Philips,Mary Philips
95757,2,Gilbert Emery,Gilbert Emery
97225,2,William Irving,William Irving
1363611,2,Gao Zhanfei,Gao Zhanfei
1081494,1,Chen Yanyan,Chen Yanyan
1279061,2,Liu Jiqun,Liu Jiqun
3178395,2,Weigeng Zong,Weigeng Zong
2049920,1,Xu Man-Li,Xu Man-Li
3031062,2,Junchao Jiang,Junchao Jiang
1606719,1,Ye Juan-Juan,Ye Juan-Juan
3739674,1,Shaoying Chen,Shaoying Chen
3739676,0,Honghong Li,Honghong Li
32924,1,Elissa Landi,Elissa Landi
10921,2,Charles Laughton,Charles Laughton
25176,2,Arthur Hohl,Arthur Hohl
33005,2,Harry Beresford,Harry Beresford
1036292,2,Tommy Conlon,Tommy Conlon
89744,2,Ferdinand Gottschalk,Ferdinand Gottschalk
1053099,1,Vivian Tobin,Vivian Tobin
97982,2,William V. Mong,William V. Mong
1159955,1,Joyzelle Joyner,Joyzelle Joyner
30197,2,Richard Alexander,Richard Alexander
1159956,0,Clarence Burton,Clarence Burton
1159957,0,Harold Healy,Harold Healy
1159958,0,Robert Seiter,Robert Seiter
30553,2,Henry Brandon,Henry Brandon
8516,2,John Carradine,John Carradine
1064443,1,Sally Rand,Sally Rand
22603,2,Arthur Shields,Arthur Shields
19414,2,Tom Tully,Tom Tully
11493,2,Leslie Howard,Leslie Howard
2932,2,O. P. Heggie,O. P. Heggie
47178,2,Ralph Forbes,Ralph Forbes
2018,1,Beryl Mercer,Beryl Mercer
105508,1,Margaret Seddon,Margaret Seddon
3371,2,Forrester Harvey,Forrester Harvey
2126,2,Herbert Bunston,Herbert Bunston
101882,2,James Bush,James Bush
103498,1,Mary Carlisle,Mary Carlisle
103015,1,Cora Sue Collins,Cora Sue Collins
78193,2,William Farnum,William Farnum
1090779,1,Priscilla Dean,Priscilla Dean
2330677,0,Rex Bell,Rex Bell
88728,2,Syd Saylor,Syd Saylor
1492406,2,Jack Rube Clifford,Jack Rube Clifford
121410,2,Frank LaRue,Frank LaRue
3205322,0,Charles T. Taylor,Charles T. Taylor
1250223,2,Heinie Conklin,Heinie Conklin
2434,1,Kay Francis,Kay Francis
74876,2,Warren Hymer,Warren Hymer
14419,2,Glen Cavender,Glen Cavender
29762,2,Stanley Fields,Stanley Fields
134255,2,Willie Fung,Willie Fung
13855,2,Al Ernest Garcia,Al Ernest Garcia
1175462,2,Douglas Gerrard,Douglas Gerrard
127521,2,William Halligan,William Halligan
1471684,0,Mel Kalish,Mel Kalish
72060,2,Herbert Mundin,Herbert Mundin
120046,2,Dewey Robinson,Dewey Robinson
977837,2,Harry Seymour,Harry Seymour
385470,2,Charles Sherlock,Charles Sherlock
97777,1,Ethel Barrymore,Ethel Barrymore
17753,2,Lionel Barrymore,Lionel Barrymore
103449,2,Ralph Morgan,Ralph Morgan
1045271,2,Tad Alexander,Tad Alexander
29578,2,John Barrymore,John Barrymore
117499,1,Diana Wynyard,Diana Wynyard
13356,2,C. Henry Gordon,C. Henry Gordon
30211,2,Edward Arnold,Edward Arnold
35504,1,Dale Fuller,Dale Fuller
80236,2,Henry Kolker,Henry Kolker
95631,1,Eily Malyon,Eily Malyon
81798,1,Jean Parker,Jean Parker
80650,1,Martha Sleeper,Martha Sleeper
13345,2,Gustav von Seyffertitz,Gustav von Seyffertitz
1072359,1,Ruth Renick,Ruth Renick
11492,2,Clark Gable,Clark Gable
30156,2,Walter Connolly,Walter Connolly
30158,2,Jameson Thomas,Jameson Thomas
30160,2,Charles C. Wilson,Charles C. Wilson
34098,2,Ernie Adams,Ernie Adams
1075381,1,Jessie Arnold,Jessie Arnold
120472,2,William Bailey,William Bailey
1782178,0,William Begg,William Begg
2870279,0,William A. Boardway,William A. Boardway
121175,2,George P. Breakston,George P. Breakston
1167421,0,Charles A. Browne,Charles A. Browne
14453,2,James Burke,James Burke
1205532,0,Edmund Burns,Edmund Burns
2662,2,Frank Capra,Frank Capra
1708509,0,Ken Carson,Ken Carson
122978,2,Ray Cooke,Ray Cooke
89729,2,Joseph Crehan,Joseph Crehan
1581070,2,Oliver Cross,Oliver Cross
1172948,2,Mickey Daniels,Mickey Daniels
1188415,0,Eva Dennison,Eva Dennison
1329836,2,Neal Dodd,Neal Dodd
240805,0,Oliver Eckhardt,Oliver Eckhardt
1062531,2,Billy Engle,Billy Engle
1019120,2,Jack Evans,Jack Evans
950398,2,Allen Fox,Allen Fox
99126,1,Dolores Fuller,Dolores Fuller
119303,2,Joaquin Garay,Joaquin Garay
120746,2,Dick Gordon,Dick Gordon
148391,0,Carlton Griffin,Carlton Griffin
1181275,2,Kit Guard,Kit Guard
1431742,2,A.R. Haysel,A.R. Haysel
140816,2,Frank Holliday,Frank Holliday
124554,2,Harry Holman,Harry Holman
1275113,0,Harry Hume,Harry Hume
117036,2,Milton Kibbee,Milton Kibbee
1250225,0,Marvin Loback,Marvin Loback
1778343,0,King Lockwood,King Lockwood
3402637,0,Rose May,Rose May
121304,2,William McCall,William McCall
29974,1,Claire McDowell,Claire McDowell
3818423,0,Kate Morgan,Kate Morgan
1409164,0,Gayle Morris,Gayle Morris
1095971,1,Patsy O'Byrne,Patsy O'Byrne
1336787,0,Earl Pingree,Earl Pingree
1117176,1,June Preston,June Preston
557995,2,Hal Price,Hal Price
1861577,0,Margaret Reid,Margaret Reid
1434259,0,Ky Robinson,Ky Robinson
1664115,0,Blanche Rose,Blanche Rose
3818425,0,Rita Ross,Rita Ross
954674,2,Matty Roubert,Matty Roubert
1432020,0,Marvin Schecter,Marvin Schecter
3818426,0,Bert Scott,Bert Scott
1364421,2,Scott Seaton,Scott Seaton
3365448,0,Linda Lee Solomon,Linda Lee Solomon
955388,2,Bert Starkey,Bert Starkey
1052793,1,Ethel Sykes,Ethel Sykes
1514984,0,Jane Talent,Jane Talent
1271051,0,Emma Tansey,Emma Tansey
148760,2,Harry Todd,Harry Todd
82490,1,Maidel Turner,Maidel Turner
555888,0,William Wagner,William Wagner
981000,2,John Wallace,John Wallace
1210694,2,Fred Walton,Fred Walton
1276755,0,Dave Wengren,Dave Wengren
1157320,2,Billy West,Billy West
1467478,0,Buck Woods,Buck Woods
33253,2,Frank Yaconelli,Frank Yaconelli
89731,1,Constance Bennett,Constance Bennett
3242,1,Fay Wray,Fay Wray
13965,1,Jessie Ralph,Jessie Ralph
4343,2,Louis Calhern,Louis Calhern
1329667,2,Jay Eaton,Jay Eaton
34320,2,Paul Harvey,Paul Harvey
82489,1,Irene Ware,Irene Ware
40174,1,Lucille Ball,Lucille Ball
1422967,0,Bonnie Bannon,Bonnie Bannon
90369,2,Lane Chandler,Lane Chandler
3262,2,James Flavin,James Flavin
1349588,0,Mary Lange,Mary Lange
33383,2,Theodore Lorch,Theodore Lorch
1045763,2,Harry Wilson,Harry Wilson
14975,2,Porter Hall,Porter Hall
32433,2,Henry Wadsworth,Henry Wadsworth
32434,2,William Henry,William Henry
4355,2,Cesar Romero,Cesar Romero
32436,1,Natalie Moorhead,Natalie Moorhead
32438,2,Cyril Thornton,Cyril Thornton
1420490,0,William Augustin,William Augustin
1422109,1,Polly Bailey,Polly Bailey
113516,2,Arthur Belasco,Arthur Belasco
1323050,0,Tui Bow,Tui Bow
248225,2,Raymond Brown,Raymond Brown
1400125,0,Ruth Channing,Ruth Channing
1046955,2,Jack Cheatham,Jack Cheatham
1006802,2,Clay Clement,Clay Clement
125842,2,Pat Flaherty,Pat Flaherty
13298,2,Douglas Fowley,Douglas Fowley
1050210,2,Christian J. Frank,Christian J. Frank
1307032,0,Kenneth Gibson,Kenneth Gibson
975306,2,Edward Hearn,Edward Hearn
95311,2,Robert Homans,Robert Homans
945073,2,John Irwin,John Irwin
1271204,1,Tiny Jones,Tiny Jones
1130451,2,Kenner G. Kemp,Kenner G. Kemp
1157302,2,John Larkin,John Larkin
30203,2,Fred Malatesta,Fred Malatesta
1469587,0,Hans Moebus,Hans Moebus
121127,2,Frank O'Connor,Frank O'Connor
119546,2,Henry Otho,Henry Otho
117772,2,Garry Owen,Garry Owen
1278060,0,Alexander Pollard,Alexander Pollard
1176507,2,Albert Pollet,Albert Pollet
1965470,2,Skippy,Skippy
1420541,0,Pietro Sosso,Pietro Sosso
144127,2,Ben Taggart,Ben Taggart
153277,2,Phil Tead,Phil Tead
133460,2,George Templeton,George Templeton
1271024,2,Huey White,Huey White
120544,2,Charles Williams,Charles Williams
3380,1,Bette Davis,Bette Davis
95117,1,Frances Dee,Frances Dee
19021,1,Kay Johnson,Kay Johnson
3364,2,Reginald Denny,Reginald Denny
86349,2,Reginald Sheffield,Reginald Sheffield
5832,2,Reginald Owen,Reginald Owen
179577,2,Desmond Roberts,Desmond Roberts
2449519,0,Ray Atchley,Ray Atchley
27164,2,Frank Baker,Frank Baker
564871,1,Evelyn Beresford,Evelyn Beresford
1271654,0,Jimmy Casey,Jimmy Casey
2449520,0,Ma Curly,Ma Curly
2449521,0,Byron Fitzpatrick,Byron Fitzpatrick
2081043,0,Frankie Grandetta,Frankie Grandetta
2228978,0,Tommy Hughes,Tommy Hughes
2449523,0,Billy Mills,Billy Mills
2449524,0,Nat Neahan,Nat Neahan
2449525,0,Irene Rich,Irene Rich
1177921,2,Adrian Rosley,Adrian Rosley
2449526,0,Frank Schwab,Frank Schwab
1422198,0,Al Sullivan,Al Sullivan
2126419,0,Madeline Wilson,Madeline Wilson
1467863,0,Douglas Gordon,Douglas Gordon
591344,1,Grace Moore,Grace Moore
12002,2,Tullio Carminati,Tullio Carminati
34119,2,Lyle Talbot,Lyle Talbot
101995,1,Mona Barrie,Mona Barrie
30264,2,Luis Alberni,Luis Alberni
148871,2,Andrés de Segurola,Andrés de Segurola
930502,0,Rosemary Glosz,Rosemary Glosz
85847,1,Nydia Westman,Nydia Westman
128354,2,William Burgess,William Burgess
8515,1,Jane Darwell,Jane Darwell
236567,2,Paul Ellis,Paul Ellis
1182939,0,Wadsworth Harris,Wadsworth Harris
126549,0,Sam Hayes,Sam Hayes
1144743,2,Arthur Stuart Hull,Arthur Stuart Hull
32192,2,Olaf Hytten,Olaf Hytten
123573,0,Hans Joby,Hans Joby
120708,2,Edward Keane,Edward Keane
1197463,1,Isabel La Mal,Isabel La Mal
1099139,0,Marion Lessing,Marion Lessing
30201,2,Wilfred Lucas,Wilfred Lucas
119545,2,Spec O'Donnell,Spec O'Donnell
133353,2,Hans Schumm,Hans Schumm
103951,2,Frederick Vogeding,Frederick Vogeding
133227,1,Katharine Alexander,Katharine Alexander
2782,2,Ian Wolfe,Ian Wolfe
1271202,1,Marion Clayton Anderson,Marion Clayton Anderson
2642,2,Leo G. Carroll,Leo G. Carroll
1045272,2,Ferdinand Munier,Ferdinand Munier
2929,1,Una O'Connor,Una O'Connor
25174,2,Vernon Downing,Vernon Downing
1658840,0,Neville Clark,Neville Clark
2004662,2,Matthew Smith,Matthew Smith
2004664,0,Robert Carleton,Robert Carleton
1470897,0,Allan Conrad,Allan Conrad
93171,0,Peter Hobbes,Peter Hobbes
2771657,0,Flush,Flush
30181,2,Fred Astaire,Fred Astaire
30003,1,Ginger Rogers,Ginger Rogers
125841,1,Alice Brady,Alice Brady
30183,2,Erik Rhodes,Erik Rhodes
118632,1,Lillian Miles,Lillian Miles
544585,2,Charles Coleman,Charles Coleman
134268,2,William Austin,William Austin
2930,2,E. E. Clive,E. E. Clive
2941,0,Norman Ainsley,Norman Ainsley
88778,2,Jimmy Aubrey,Jimmy Aubrey
1186862,1,Finis Barton,Finis Barton
1431776,0,Eleanor Bayley,Eleanor Bayley
2261158,0,De Don Blunier,De Don Blunier
120217,2,Jack Chefe,Jack Chefe
2595939,0,Cy Clegg,Cy Clegg
13963,1,Una Merkel,Una Merkel
34759,2,Sterling Holloway,Sterling Holloway
14968,2,Donald Meek,Donald Meek
1710217,0,Jacklyn Alexander,Jacklyn Alexander
123569,1,Lona Andre,Lona Andre
1291263,0,Zita Baca,Zita Baca
1143281,1,Barbara Barondess,Barbara Barondess
99827,1,Sheila Bromley,Sheila Bromley
80649,2,Tyler Brooke,Tyler Brooke
29761,1,Kathleen Burke,Kathleen Burke
19553,2,Richard Carle,Richard Carle
195031,0,Shirley Chambers,Shirley Chambers
988023,1,Claudia Coleman,Claudia Coleman
236568,1,Dorothy Dehn,Dorothy Dehn
1288172,0,Jill Dennett,Jill Dennett
1309361,0,Patricia Farley,Patricia Farley
118258,1,Dorothy Granger,Dorothy Granger
121224,2,Roger Gray,Roger Gray
108105,2,Winter Hall,Winter Hall
1421296,1,Mary Halsey,Mary Halsey
1420493,0,Jeanne Hart,Jeanne Hart
1008867,2,Tom Herbert,Tom Herbert
30162,2,Perry Ivins,Perry Ivins
4120,2,Leonid Kinskey,Leonid Kinskey
1710218,0,Connie La Mont,Connie La Mont
105451,1,Barbara Leonard,Barbara Leonard
120061,2,George J. Lewis,George J. Lewis
1374641,1,Caryl Lincoln,Caryl Lincoln
1710219,0,Bella Loblov,Bella Loblov
121330,0,Jacques Lory,Jacques Lory
616605,2,George Magrill,George Magrill
1121715,2,Wilmuth Merkyl,Wilmuth Merkyl
1027429,2,"John ""Skins"" Miller","John ""Skins"" Miller"
30719,2,Akim Tamiroff,Akim Tamiroff
33023,1,Lya Lys,Lya Lys
76974,2,Warren William,Warren William
51310,2,Henry Wilcoxon,Henry Wilcoxon
24820,2,Joseph Schildkraut,Joseph Schildkraut
103681,1,Gertrude Michael,Gertrude Michael
2438,2,C. Aubrey Smith,C. Aubrey Smith
13361,2,Edwin Maxwell,Edwin Maxwell
121698,0,Ian Maclaren,Ian Maclaren
1221160,0,Eleanor Phelps,Eleanor Phelps
101742,2,Leonard Mudie,Leonard Mudie
121119,0,Grace Durkin,Grace Durkin
120745,1,Claudia Dell,Claudia Dell
229608,0,Jayne Regan,Jayne Regan
94332,1,Florence Roberts,Florence Roberts
2049383,0,Celia Ryland,Celia Ryland
633744,2,George Walsh,George Walsh
1284767,2,Wedgwood Nowell,Wedgwood Nowell
1010140,2,Bruce Warren,Bruce Warren
14261,2,David Niven,David Niven
2777,1,Rochelle Hudson,Rochelle Hudson
30004,2,Ned Sparks,Ned Sparks
89101,1,Louise Beavers,Louise Beavers
1010217,1,Fredi Washington,Fredi Washington
1011213,1,Juanita Quigley,Juanita Quigley
540363,2,Wyndham Standing,Wyndham Standing
1420615,0,Monya Andre,Monya Andre
227461,1,Alyce Ardell,Alyce Ardell
2464614,0,Dorothy Black,Dorothy Black
2464615,0,Edna Bowdoin,Edna Bowdoin
1437091,1,Daisy Bufford,Daisy Bufford
89725,1,Joyce Compton,Joyce Compton
95729,2,William B. Davidson,William B. Davidson
1010443,0,Sayre Dearing,Sayre Dearing
1599165,1,Norma Drew,Norma Drew
2464620,0,Paullyn Garner,Paullyn Garner
1422389,2,Jesse Graves,Jesse Graves
2464621,0,Reverend Gregg,Reverend Gregg
1360460,0,Sebie Hendricks,Sebie Hendricks
120821,2,G.P. Huntley,G.P. Huntley
2464638,0,Stuart Johnston,Stuart Johnston
121220,0,Marilyn Knowlden,Marilyn Knowlden
100581,1,Lenita Lane,Lenita Lane
2464644,0,Curry Lee,Curry Lee
1553575,0,Bessie Lyle,Bessie Lyle
11498,1,Hattie McDaniel,Hattie McDaniel
171111,2,Harold Miller,Harold Miller
1312805,0,Julius Molnar,Julius Molnar
942165,2,David Newell,David Newell
13966,2,Franklin Pangborn,Franklin Pangborn
1433370,0,Hayes Robinson,Hayes Robinson
1186118,2,Ronald R. Rondell,Ronald R. Rondell
1171903,1,Gay Seabrook,Gay Seabrook
10072,2,Teru Shimada,Teru Shimada
103017,1,Madame Sul-Te-Wan,Madame Sul-Te-Wan
590532,1,Libby Taylor,Libby Taylor
1264629,1,Alma Tell,Alma Tell
1097174,0,Martin Turner,Martin Turner
590550,2,Walter Walker,Walter Walker
2464646,0,Hazel Washington,Hazel Washington
18736,1,Jane Withers,Jane Withers
78850,2,Leo Carrillo,Leo Carrillo
97775,2,Donald Cook,Donald Cook
93226,1,Katherine DeMille,Katherine DeMille
1678659,0,Phillip Cooper,Phillip Cooper
1064800,2,David Durand,David Durand
89691,2,Frank Puglia,Frank Puglia
1670560,2,Francis X. Bushman Jr.,Francis X. Bushman Jr.
34742,1,Marion Davies,Marion Davies
100306,2,Ted Healy,Ted Healy
6842,2,Russell Hardie,Russell Hardie
103619,0,Fuzzy Knight,Fuzzy Knight
34747,2,Sidney Toler,Sidney Toler
131340,1,Marjorie Gateson,Marjorie Gateson
120818,2,Wade Boteler,Wade Boteler
1420941,2,Donald Mills,Donald Mills
1420942,0,Harry Mills,Harry Mills
1420943,0,Herbert Mills,Herbert Mills
1608936,2,John Mills,John Mills
213830,2,Sam McDaniel,Sam McDaniel
120556,2,E. Alyn Warren,E. Alyn Warren
953424,1,Etta Moten,Etta Moten
30495,2,Victor McLaglen,Victor McLaglen
35849,2,Wallace Ford,Wallace Ford
2099,2,J. M. Kerrigan,J. M. Kerrigan
30204,2,Sammy Stein,Sammy Stein
1576859,0,Paul Hanson,Paul Hanson
2932684,0,Howard Wilson,Howard Wilson
31876,1,Dolores del Río,Dolores del Río
117419,2,Gene Raymond,Gene Raymond
129553,2,Raul Roulien,Raul Roulien
90067,2,Roy D'Arcy,Roy D'Arcy
128160,2,Armand Kaliz,Armand Kaliz
103789,2,Don Barry,Don Barry
1276276,0,Leon Beaumon,Leon Beaumon
89009,1,Lucile Browne,Lucile Browne
8259,2,Emilio Fernández,Emilio Fernández
139603,1,Betty Furness,Betty Furness
1148276,1,Alice Gentle,Alice Gentle
1937606,2,Jack Goode,Jack Goode
148621,1,Mary Kornman,Mary Kornman
939707,1,Movita,Movita
2151262,0,Hazel Hayes,Hazel Hayes
24937,2,Bing Crosby,Bing Crosby
121019,1,Kitty Carlisle,Kitty Carlisle
81934,2,Henry Stephenson,Henry Stephenson
102064,2,Lynne Overman,Lynne Overman
143670,1,Judith Allen,Judith Allen
101886,2,Ralf Harolde,Ralf Harolde
105455,2,Matt McHugh,Matt McHugh
1388826,0,Franklyn Ardell,Franklyn Ardell
987012,1,Margaret Armstrong,Margaret Armstrong
1075172,2,Davison Clark,Davison Clark
115367,1,Frances Morris,Frances Morris
1271016,2,Oscar Smith,Oscar Smith
137203,2,Ted Stanhope,Ted Stanhope
19328,2,Dick Powell,Dick Powell
30001,1,Ruby Keeler,Ruby Keeler
3155,2,Pat O’Brien,Pat O’Brien
134867,2,Ross Alexander,Ross Alexander
101881,2,John Arledge,John Arledge
96701,2,John Eldredge,John Eldredge
20368,2,Henry O'Neill,Henry O'Neill
95276,2,"Guinn ""Big Boy"" Williams","Guinn ""Big Boy"" Williams"
88582,2,John Darrow,John Darrow
984875,0,Glen Boles,Glen Boles
10922,2,Tyrone Power,Tyrone Power
165524,2,Dick Winslow,Dick Winslow
1420995,0,Carlyle Blackwell Jr.,Carlyle Blackwell Jr.
88998,1,Mary Russell,Mary Russell
8535,1,Gloria Stuart,Gloria Stuart
96141,1,Dorothy Tree,Dorothy Tree
88672,2,Robert Barrat,Robert Barrat
33025,2,Howard Hickman,Howard Hickman
1017631,0,Eddie Shubert,Eddie Shubert
85848,1,Loretta Young,Loretta Young
78829,2,Arthur Byron,Arthur Byron
108986,1,Helen Westley,Helen Westley
8240,2,Alan Mowbray,Alan Mowbray
1819281,2,Joe Ray,Joe Ray
29815,2,John Boles,John Boles
145826,1,Dorothy Wilson,Dorothy Wilson
