,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
Lorenzo's Oil_1992,False,/vseQJJ78NzjNNqfSji4xNlt8HBy.jpg,[18],2007,en,Lorenzo's Oil,Augusto and Michaela Odone are dealt a cruel blow by fate when their five-year-old son Lorenzo is diagnosed with a rare and incurable disease. But the Odones' persistence and faith leads to an unorthodox cure which saves their boy and re-writes medical history.,14.341,/suRf59zRu1h8Zq4Gxekn6UiLGaM.jpg,1992-12-30,Lorenzo's Oil,False,7,452
Howards End_1992,False,/novvibtQv0B4psRxuqvd8g2qS5M.jpg,"[18, 10749]",8293,en,Howards End,"A saga of class relations and changing times in an Edwardian England on the brink of modernity, the film centers on liberal Margaret Schlegel, who, along with her sister Helen, becomes involved with two couples: wealthy, conservative industrialist Henry Wilcox and his wife Ruth, and the downwardly mobile working-class Leonard Bast and his mistress Jackie.",14.56,/1009nhfj28VhhQnVadtjkOacduX.jpg,1992-03-13,Howards End,False,7,423
Husbands and Wives_1992,False,/aH6d2U61HIM3Rt3PXElFYjZpBbE.jpg,"[35, 18, 10749]",28384,en,Husbands and Wives,"When Jack and Sally announce that they're splitting up, this comes as a shock to their best friends Gabe and Judy. Maybe mostly because they also are drifting apart and are now being made aware of it. So while Jack and Sally try to go on and meet new people, the marriage of Gabe and Judy gets more and more strained, and they begin to find themselves being attracted to other people.",7.531,/mb6Hmns0PP2Me9TYpLE9M3GHt7v.jpg,1992-09-18,Husbands and Wives,False,7,351
Enchanted April_1992,False,/hjkAO8GDwipwEL3gyItLxrfiIsw.jpg,"[10749, 18]",26561,en,Enchanted April,"Four English women, unhappy with their lives, rent an Italian villa on holiday.",3.568,/b4Jrg23Q3y7p8GS7aMnPdFiEcnP.jpg,1991-11-06,Enchanted April,False,6.8,53
Damage_1992,False,/A19bNcYq6ipFHsm0IGNIz0iFIx7.jpg,"[18, 10749]",11012,en,Damage,The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.,20.86,/rKEm4XPJHTjh3kCtJKw07hda6VQ.jpg,1992-12-02,Damage,False,6.7,352
My Cousin Vinny_1992,False,/uEoaOfvWibpvjBNxFoj4MxWn0OH.jpg,"[35, 80]",10377,en,My Cousin Vinny,"Two carefree pals traveling through Alabama are mistakenly arrested, and charged with murder. Fortunately, one of them has a cousin who's a lawyer - Vincent Gambini, a former auto mechanic from Brooklyn who just passed his bar exam after his sixth try. When he arrives with his leather-clad girlfriend, to try his first case, it's a real shock - for him and the Deep South!",19.896,/iwSURa8nS2ujwrU3s1lfxxX7voH.jpg,1992-03-13,My Cousin Vinny,False,7.5,1248
Bram Stoker's Dracula_1992,False,/eeI3ZWOA88nG4YK5cMX6HnjXiEH.jpg,"[10749, 27]",6114,en,Bram Stoker's Dracula,"When Dracula leaves the captive Jonathan Harker and Transylvania for London in search of Mina Murray, the reincarnation of Dracula's long-dead wife Elisabeta, obsessed vampire hunter Dr. Van Helsing sets out to end the madness.",49.486,/scFDS0U5uYAjcVTyjNc7GmcZw1q.jpg,1992-11-13,Bram Stoker's Dracula,False,7.4,4334
Toys_1992,False,/kXd8zdNVlBLeluMLy1dnhd55X5K.jpg,"[10751, 14, 35, 878]",11597,en,Toys,"Leslie Zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle, Leland, a war-mongering general who rules the operation with an iron fist and builds weapons disguised as toys.",11.892,/l0YBVvOvOxoOkggTZ70tNGvGQo4.jpg,1992-12-18,Toys,False,5.2,462
Hoffa_1992,False,/dineJzDZLuEXNNy261vFcJgqhxr.jpg,"[80, 36]",10410,en,Hoffa,"A portrait of union leader James R. Hoffa, as seen through the eyes of his friend, Bobby Ciaro. The film follows Hoffa through his countless battles with the RTA and President Roosevelt.",11.476,/aMGhaSkhkFwz33hKEsBrJ3ptx3g.jpg,1992-12-25,Hoffa,False,6.3,255
The Lover_1992,False,/zm4Ie89cNGIppLdrArKQr3wXDZ9.jpg,"[18, 10749]",10995,fr,L'Amant,"A poor French teenage girl engages in an illicit affair with a wealthy Chinese heir in 1920s Saigon. For the first time in her young life she has control, and she wields it deftly over her besotted lover throughout a series of clandestine meetings and torrid encounters.",26.615,/lgBGy8QaIFD9jQJWgi837czobEp.jpg,1992-01-22,The Lover,False,7,538
A River Runs through It_1992,False,/wvR1rnlxc856JL02ScamIe7Jqc1.jpg,"[18, 10751]",293,en,A River Runs Through It,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",20.482,/aVP45oS2cBL4WtZ1kB7r8uarruB.jpg,1992-10-09,A River Runs Through It,False,7,868
The Player_1992,False,/tKyxF6ZyxF65CcJKBKId1VavpGP.jpg,"[35, 80, 18, 9648]",10403,en,The Player,A Hollywood studio executive is being sent death threats by a writer whose script he rejected - but which one?,10.705,/p4ys4a4yASjKuWzsNWY1B7xP5kZ.jpg,1992-04-03,The Player,False,7.2,634
Changing Our Minds: The Story of Dr. Evelyn Hooker_1992,False,,[99],149404,en,Changing Our Minds: The Story of Dr. Evelyn Hooker,"The life and work of the woman described as ""The Rosa Parks of Gay Rights"". During the repressive 1950's, Dr. Evelyn Hooker undertook ground breaking research that led to a radical discovery: homosexuals were not, by definition, ""sick."" Dr. Hooker's finding sent shock waves through the psychiatric community and culminated in a major victory for gay rights - in 1974 the weight of her studies, along with gay activism, forced the American Psychiatric Association to remove homosexuality from its official manual of mental disorders. Startling archival footage of the medical procedure used to ""cure"" homosexuality, images from the underground gay world of the McCarthy era and home movies of literary icon Christopher Isherwood bring to life history which we must never forget. Narrated by Patrick Stewart.",0.6,/ssYsndebeSWevgCiuQ9HnJhx9oD.jpg,1992-01-01,Changing Our Minds: The Story of Dr. Evelyn Hooker,False,4.3,4
Fires of Kuwait_1992,False,/ogI1UoTQzNWBgSMBbegqMdNRfFd.jpg,[99],26601,en,Fires of Kuwait,"After Saddam Hussein had the Kuwait Oil wells lit up, teams from all over the world fought those fires for months. They had to save the oil resources, as well as reduce air pollution. The different teams developed different techniques of extinguishing the fires. Man's emergency creativity can be seen at it's best.",1.57,/ybrCYewkT6nDPvWvD92Qkd6Ni0E.jpg,1992-06-09,Fires of Kuwait,False,7.6,12
Liberators: Fighting on Two Fronts in World War II_1992,False,,[99],149402,en,Liberators: Fighting on Two Fronts in World War II,An account of Black American soldiers in World War II who combated racism in the segregated military and on the home front.,0.6,,1992-11-11,Liberators: Fighting on Two Fronts in World War II,False,0,0
Music for the Movies: Bernard Herrmann_1992,False,,[99],136645,en,Music for the Movies: Bernard Herrmann,"Music For The Movies: Bernard Herrmann explores the work of a composer who created music for over 50 films, collaborating with such diverse directors as Orson Welles, Nicholas Ray, and Martin Scorsese. Best remembered for his twelve-year collaboration with Alfred Hitchcock in such classics as Vertigo, North By Northwest ,and the unforgettable Psycho, Herrmann pioneered many fundamental techniques of film scoring in the course of his 35-year career.",0.694,/A1iR6RujVlg899aNlIcQv84LA0i.jpg,1992-12-01,Music for the Movies: Bernard Herrmann,False,6.3,3
The Panama Deception_1992,False,,"[99, 36, 10752]",41773,en,The Panama Deception,"This winner of the 1993 Academy Award for Best Documentary Feature details the case that the 1989 invasion of Panama by the US was motivated not by the need to protect American soldiers, restore democracy or even capture Noriega. It was to force Panama to submit the will of the United States after Noriega had exhausted his usefulness.",0.853,/vut444ILTh20pgYciXYG5WRnlY3.jpg,1992-07-31,The Panama Deception,False,6.9,16
At the Edge of Conquest: The Journey of Chief Wai-Wai_1992,False,,[],244750,en,At the Edge of Conquest: The Journey of Chief Wai-Wai,"This film chronicles the journey of an indigenous leader from a remote tribe in the Brazilian Amazon who travels to the country capitol of Brasilia in a last ditch effort to save his people's land from being turned over to developers, miners and poachers.",0.6,/1ItuoMpHlmYCRizFnkbs7QFdrCn.jpg,1992-01-01,At the Edge of Conquest: The Journey of Chief Wai-Wai,False,5,3
Beyond Imagining: Margaret Anderson and the 'Little Review'_1992,,,,,,,,,,,,,,
The Colours of My Father: A Portrait of Sam Borenstein_1992,False,,"[16, 99]",244752,en,The Colours of My Father: A Portrait of Sam Borenstein,"The Colours of My Father: A Portrait of Sam Borenstein is a 1992 short animated documentary directed by Joyce Borenstein about her father, the Canadian painter Sam Borenstein. It was nominated for an Academy Award for Best Documentary Short. In Canada, it was named best short documentary at the 12th Genie Awards.",0.6,/q4KdEuku0mYEdXAZVSkSRg8AuLS.jpg,1992-01-01,The Colours of My Father: A Portrait of Sam Borenstein,False,5.7,3
Educating Peter_1992,False,,[99],244749,en,Educating Peter,"A young boy with down syndrome attends his first year in a ""regular"" classroom. This documentary traces that year and the changes that take place for Peter, his teacher, and the other students. Oscar-winning documentary short from 1992.",0.6,/vdy4B5pFPsUimRO1fwUgtbXXb7u.jpg,1992-01-01,Educating Peter,False,6,6
When Abortion Was Illegal: Untold Stories_1992,False,,[99],244753,en,When Abortion Was Illegal: Untold Stories,Oscar nominated documentary short from 1992,0.6,,1992-01-01,When Abortion Was Illegal: Untold Stories,False,6.5,4
Basic Instinct_1992,False,/8UjZdkSANL1x1SGrjvKiA7yhYBN.jpg,"[53, 9648]",402,en,Basic Instinct,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,41.589,/76Ts0yoHk8kVQj9MMnoMixhRWoh.jpg,1992-03-20,Basic Instinct,False,6.9,3202
Close to Eden_1992,False,/a19BZX1HZoJYTxS0k0tUV0szc3H.jpg,[18],36346,ru,Урга - территория любви,"A farmer and his wife live in a rural part of Inner Mongolia with their three children. Chinese population control policies prevent them from having any more. The farmer sets out for the nearest town to obtain birth control. He comes upon a Russian truck driver who has ended up in a lake. The farmer takes the man back to his farm, and after initially being appalled, the Russian becomes enchanted with the peaceful life of the countryside and decides to stay. But his presence presages big changes for the peasants.",2.063,/jeUzgLOzvIMK07Xg1sTpmyqNhxv.jpg,1991-01-01,Close to Eden,False,7.1,37
Daens_1992,False,/rzc7MnChGRNAFYeMjJ125XKghan.jpg,"[18, 36]",44103,nl,Daens,"In the 1890s, Father Adolf Daens goes to Aalst, a textile town where child labor is rife, pay and working conditions are horrible, the poor have no vote, and the Catholic church backs the petite bourgeoisie in oppressing workers. He writes a few columns for the Catholic paper, and soon workers are listening and the powerful are in an uproar. He's expelled from the Catholic party, so he starts the Christian Democrats and is elected to Parliament. After Rome disciplines him, he must choose between two callings, as priest and as champion of workers. In subplots, a courageous young woman falls in love with a socialist and survives a shop foreman's rape; children die; prelates play billiards.",2.448,/jH0dtpIBt0w0KGsj60zXtHCABqT.jpg,1992-10-01,Priest Daens,False,6.9,45
A Place in the World_1992,False,/zXKKvPstrabP07BXNAUgXKZGetB.jpg,"[28, 18]",32635,es,Un lugar en el mundo,"Mario and Ana, in voluntary exile from Buenos Aires, live in a remote Argentine valley with their 12-year-old son Ernesto. Mario runs a school and a wool cooperative; Ana, a doctor, heads a clinic with Nelda, a progressive nun. Into this idealistic family comes Hans, a jaded Spanish geological engineer -- surveying the land for the local patron, to see if it can be dammed for hydro-electric power, which would drive the peasants from the land into the cities.",4.177,/eIh8fZlCzXaaE8mtuUcKhzpwNL3.jpg,1992-04-09,A Place in the World,False,7.3,45
Schtonk!_1992,False,/idsUJU6UBR3DSDzUcW5f29gcIId.jpg,"[35, 36]",6547,de,Schtonk!,"Schtonk! is a farce of the actual events of 1983, when Germany's Stern magazine published, with great fanfare, 60 volumes of the alleged diaries of Adolf Hitler – which two weeks later turned out to be entirely fake.  Fritz Knobel (based on real-life forger Konrad Kujau) supports himself by faking and selling Nazi memorabilia. When Knobel writes and sells a volume of Hitler's (nonexistent) diaries, he thinks it's just another job.  When sleazy journalist Hermann Willié learns of the diaries, however, he quickly realizes their potential value... and Knobel is quickly in over his head. As the pressure builds and Knobel is forced to deliver more and more volumes of the fake diaries, he finds himself acting increasingly like the man whose life he is rewriting. The film is a romping and hilarious satire, poking fun not only at the events and characters involved in the hoax (who are only thinly disguised in the film), but at the discomfort Germany has with its difficult past.",2.846,/j1XmuLmbt8rj0rM5Ewg83sIPy2Z.jpg,1992-03-12,Schtonk!,False,7,58
Batman Returns_1992,False,/3WP0RObZ2t7ShHfqQpKPljF9B22.jpg,"[28, 14]",364,en,Batman Returns,"While Batman deals with a deformed man calling himself the Penguin, an employee of a corrupt businessman transforms into the Catwoman.",32.116,/jKBjeXM7iBBV9UkUcOXx3m7FSHY.jpg,1992-06-19,Batman Returns,False,6.9,5623
Aladdin_1992,False,/5OeY4U2rzePxWq2rkqMajUx2gz7.jpg,"[16, 10751, 12, 14, 10749]",812,en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",78.648,/fhyun1mja3WwQsYr1a3x1x9BttP.jpg,1992-11-25,Aladdin,False,7.6,10103
The Mambo Kings_1992,False,/vETIsRh9CCl0VjGfIWo9DD404hz.jpg,"[18, 10402]",40082,en,The Mambo Kings,"The Mambo Kings tells the story of César and Nestor Castillo, brothers and aspiring musicians who flee from Cuba to America in search of the American Dream.",8.809,/yAMYoODA6FzHPwycrBwwrjKv1A4.jpg,1992-02-28,The Mambo Kings,False,6.3,92
The Bodyguard_1992,False,/6LS4YtklwlHSHhNTCAiZGEXRvJZ.jpg,"[53, 28, 18, 10402, 10749]",619,en,The Bodyguard,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",25.703,/2VgZW2ZD3pNoV2j8U2GXNRwOsk9.jpg,1992-11-25,The Bodyguard,False,6.7,2490
Adam_1992,False,,"[18, 10749]",54650,en,Adam Bede,"Rich and languorous, this adaptation of George Eliot's classic tale perfectly evokes rural England in the 18th Century. But beneath the tranquil surface of this pastoral idyll run deep passions and the bitter gall of betrayal.",1.344,/9GzxKwqg2kXJRqp4SuqzIjTzCEB.jpg,1992-03-01,Adam Bede,False,7.3,13
